"","word","catnum","catname","syl","letters","freq","frequency","rank","rfreq"
"1972","writer","27","occupation or profession",2,6,15,73,36,4
"1973","janitor","27","occupation or profession",3,7,14,4,37,6.83
"1974","reverend","27","occupation or profession",3,8,14,21,38,3.67
"1975","artist","27","occupation or profession",2,6,13,57,39,5
"1976","baker","27","occupation or profession",2,5,13,36,40,4.5
"1977","psychiatrist","27","occupation or profession",4,12,13,4,41,3.7
"1978","senator","27","occupation or profession",3,7,12,40,42,3.63
"1979","grocer","27","occupation or profession",2,6,11,1,43,5.3
"1980","sailor","27","occupation or profession",2,6,11,5,44,5.5
"1981","mailman","27","occupation or profession",2,7,10,1,45,4.63
"1982","garbage man","27","occupation or profession",3,10,9,NA,46,NA
"1983","machinist","27","occupation or profession",3,9,9,NA,47,NA
"1984","milkman","27","occupation or profession",2,7,9,NA,48,NA
"1985","surgeon","27","occupation or profession",2,7,9,NA,49,NA
"1986","barber","27","occupation or profession",2,6,8,NA,50,NA
"1987","cook","27","occupation or profession",1,4,8,NA,51,NA
"1988","indian chief","27","occupation or profession",4,11,8,NA,52,NA
"1989","pilot","27","occupation or profession",2,5,8,NA,53,NA
"1990","politician","27","occupation or profession",4,10,8,NA,54,NA
"1991","priest","27","occupation or profession",1,6,8,NA,55,NA
"1992","real estate","27","occupation or profession",3,10,8,NA,56,NA
"1993","butcher","27","occupation or profession",2,7,7,NA,57,NA
"1994","captain","27","occupation or profession",2,7,7,NA,58,NA
"1995","colonel","27","occupation or profession",2,7,7,NA,59,NA
"1996","ditchdigger","27","occupation or profession",3,11,7,NA,60,NA
"1997","father","27","occupation or profession",2,6,7,NA,61,NA
"1998","general","27","occupation or profession",3,7,7,NA,62,NA
"1999","major","27","occupation or profession",2,5,7,NA,63,NA
"2000","musician","27","occupation or profession",3,8,7,NA,64,NA
"2001","officer","27","occupation or profession",3,7,7,NA,65,NA
"2002","painter","27","occupation or profession",2,7,7,NA,66,NA
"2003","preacher","27","occupation or profession",2,8,7,NA,67,NA
"2004","soldier","27","occupation or profession",2,7,7,NA,68,NA
"2005","student","27","occupation or profession",2,7,7,NA,69,NA
"2006","technician","27","occupation or profession",3,10,7,NA,70,NA
"2007","actor","27","occupation or profession",2,5,6,NA,71,NA
"2008","attorney","27","occupation or profession",3,8,6,NA,72,NA
"2009","biologist","27","occupation or profession",4,9,6,NA,73,NA
"2010","bus driver","27","occupation or profession",3,9,6,NA,74,NA
"2011","druggist","27","occupation or profession",2,8,6,NA,75,NA
"2012","housewife","27","occupation or profession",2,9,6,NA,76,NA
"2013","representative","27","occupation or profession",5,14,6,NA,77,NA
"2014","clergyman","27","occupation or profession",3,9,5,NA,78,NA
"2015","economist","27","occupation or profession",4,9,5,NA,79,NA
"2016","insurance agent","27","occupation or profession",5,14,5,NA,80,NA
"2017","mason","27","occupation or profession",2,5,5,NA,81,NA
"2018","mayor","27","occupation or profession",2,5,5,NA,82,NA
"2019","physician","27","occupation or profession",3,9,5,NA,83,NA
"2020","rabbi","27","occupation or profession",2,5,5,NA,84,NA
"2021","steelworker","27","occupation or profession",3,11,5,NA,85,NA
"2022","social worker","27","occupation or profession",4,12,5,NA,86,NA
"2023","storekeeper","27","occupation or profession",3,11,5,NA,87,NA
"2024","truck driver","27","occupation or profession",3,11,5,NA,88,NA
"2025","veterinarian","27","occupation or profession",5,12,5,NA,89,NA
"2026","white-collar worke","27","occupation or profession",5,17,5,NA,90,NA
"2027","astronaut","27","occupation or profession",3,9,4,NA,91,NA
"2028","bookmaker","27","occupation or profession",3,9,4,NA,92,NA
"2029","candlestick maker","27","occupation or profession",5,16,4,NA,93,NA
"2030","chief","27","occupation or profession",1,5,4,NA,94,NA
"2031","congressman","27","occupation or profession",3,11,4,NA,95,NA
"2032","dietician","27","occupation or profession",4,9,4,NA,96,NA
"2033","editor","27","occupation or profession",3,6,4,NA,97,NA
"2034","journalist","27","occupation or profession",3,10,4,NA,98,NA
"2035","mister","27","occupation or profession",2,6,4,NA,99,NA
"2036","pediatrician","27","occupation or profession",5,12,4,NA,100,NA
"2037","sir","27","occupation or profession",1,3,4,NA,101,NA
"2038","tailor","27","occupation or profession",2,6,4,NA,102,NA
"2039","thief","27","occupation or profession",1,5,4,NA,103,NA
"2040","advertiser","27","occupation or profession",4,10,3,NA,104,NA
"2041","buyer","27","occupation or profession",2,5,3,NA,105,NA
"2042","cabdriver","27","occupation or profession",3,9,3,NA,106,NA
"2043","certified public a","27","occupation or profession",8,16,3,NA,107,NA
"2044","conductor","27","occupation or profession",3,9,3,NA,108,NA
"2045","construction worke","27","occupation or profession",5,17,3,NA,109,NA
"2046","contractor","27","occupation or profession",3,10,3,NA,110,NA
"2047","draftsman","27","occupation or profession",2,9,3,NA,111,NA
"2048","driver","27","occupation or profession",2,6,3,NA,112,NA
"2049","job","27","occupation or profession",1,3,3,NA,113,NA
"2050","jockey","27","occupation or profession",2,6,3,NA,114,NA
"2051","king","27","occupation or profession",1,4,3,NA,115,NA
"2052","lieutenant","27","occupation or profession",3,10,3,NA,116,NA
"2053","researcher","27","occupation or profession",3,10,3,NA,117,NA
"2054","sergeant","27","occupation or profession",2,8,3,NA,118,NA
"2055","sociologist","27","occupation or profession",5,11,3,NA,119,NA
"2056","speech therapist","27","occupation or profession",4,15,3,NA,120,NA
"2057","title","27","occupation or profession",2,5,3,NA,121,NA
"2058","waiter","27","occupation or profession",2,6,3,NA,122,NA
"2059","welder","27","occupation or profession",2,6,3,NA,123,NA
"2060","actress","27","occupation or profession",2,7,2,NA,124,NA
"2061","administrator","27","occupation or profession",5,13,2,NA,125,NA
"2062","announcer","27","occupation or profession",3,9,2,NA,126,NA
"2063","author","27","occupation or profession",2,6,2,NA,127,NA
"2064","baseball player","27","occupation or profession",4,14,2,NA,128,NA
"2065","blacksmith","27","occupation or profession",2,10,2,NA,129,NA
"2066","blue collar","27","occupation or profession",3,10,2,NA,130,NA
"2067","bookkeeper","27","occupation or profession",3,10,2,NA,131,NA
"2068","botanist","27","occupation or profession",3,8,2,NA,132,NA
"2069","car driver","27","occupation or profession",3,9,2,NA,133,NA
"2070","chairman","27","occupation or profession",2,8,2,NA,134,NA
"2071","chef","27","occupation or profession",1,4,2,NA,135,NA
"2072","cop","27","occupation or profession",1,3,2,NA,136,NA
"2073","cowboy","27","occupation or profession",2,6,2,NA,137,NA
"2074","dean","27","occupation or profession",1,4,2,NA,138,NA
"2075","detective","27","occupation or profession",3,9,2,NA,139,NA
"2076","director","27","occupation or profession",3,8,2,NA,140,NA
"2077","drifter","27","occupation or profession",2,7,2,NA,141,NA
"2078","factory worker","27","occupation or profession",5,13,2,NA,142,NA
"2079","financier","27","occupation or profession",3,9,2,NA,143,NA
"2080","football player","27","occupation or profession",4,14,2,NA,144,NA
"2081","foreman","27","occupation or profession",2,7,2,NA,145,NA
"2082","geologist","27","occupation or profession",4,9,2,NA,146,NA
"2083","governor","27","occupation or profession",3,8,2,NA,147,NA
"2084","instructor","27","occupation or profession",3,10,2,NA,148,NA
"2085","jeweler","27","occupation or profession",2,7,2,NA,149,NA
"2086","labor","27","occupation or profession",2,5,2,NA,150,NA
"2087","leader","27","occupation or profession",2,6,2,NA,151,NA
"2088","librarian","27","occupation or profession",4,9,2,NA,152,NA
"2089","longshoreman","27","occupation or profession",3,12,2,NA,153,NA
"2090","master","27","occupation or profession",2,6,2,NA,154,NA
"2091","military","27","occupation or profession",4,8,2,NA,155,NA
"2092","model","27","occupation or profession",2,5,2,NA,156,NA
"2093","mortician","27","occupation or profession",3,9,2,NA,157,NA
"2094","mrs.","27","occupation or profession",2,4,2,NA,158,NA
"2095","newspaperman","27","occupation or profession",4,12,2,NA,159,NA
"2096","obstetrician","27","occupation or profession",4,12,2,NA,160,NA
"2097","officer in service","27","occupation or profession",6,16,2,NA,161,NA
"2098","owner","27","occupation or profession",2,5,2,NA,162,NA
"2099","pastor","27","occupation or profession",2,6,2,NA,163,NA
"2100","pianist","27","occupation or profession",3,7,2,NA,164,NA
"2101","planner","27","occupation or profession",2,7,2,NA,165,NA
"2102","position","27","occupation or profession",3,8,2,NA,166,NA
"2103","private","27","occupation or profession",2,7,2,NA,167,NA
"2104","retailer","27","occupation or profession",3,8,2,NA,168,NA
"2105","salesclerk","27","occupation or profession",2,10,2,NA,169,NA
"2106","shoemaker","27","occupation or profession",3,9,2,NA,170,NA
"2107","singer","27","occupation or profession",2,6,2,NA,171,NA
"2108","sister","27","occupation or profession",2,6,2,NA,172,NA
"2109","statistician","27","occupation or profession",4,12,2,NA,173,NA
"2110","supervisor","27","occupation or profession",4,10,2,NA,174,NA
"2111","surveyor","27","occupation or profession",3,8,2,NA,175,NA
"2112","typist","27","occupation or profession",2,6,2,NA,176,NA
"2113","waitress","27","occupation or profession",2,8,2,NA,177,NA
"2114","work","27","occupation or profession",1,4,2,NA,178,NA
"2115","worker","27","occupation or profession",2,6,2,NA,179,NA
"2116","zoologist","27","occupation or profession",4,9,2,NA,180,NA
"2117","mountain","28","natural earth formation",2,8,401,33,1,2.02
"2118","hill","28","natural earth formation",1,4,227,72,2,3.48
"2119","valley","28","natural earth formation",2,6,227,73,3,3.54
"2120","river","28","natural earth formation",2,5,147,165,4,3.97
"2121","rock","28","natural earth formation",1,4,105,75,5,1.94
"2122","lake","28","natural earth formation",1,4,98,54,6,4.08
"2123","canyon","28","natural earth formation",2,6,81,12,7,4.41
"2124","cliff","28","natural earth formation",1,5,77,11,8,4.03
"2125","ocean","28","natural earth formation",2,5,77,34,9,5.23
"2126","cave","28","natural earth formation",1,4,69,9,10,3.85
"2127","plain","28","natural earth formation",1,5,68,48,11,4.43
"2128","volcano","28","natural earth formation",3,7,65,2,12,3.79
"2129","plateau","28","natural earth formation",2,7,64,3,13,4.22
"2130","gully","28","natural earth formation",2,5,45,5,14,4.75
"2131","stream","28","natural earth formation",1,6,44,51,15,4.48
"2132","sea","28","natural earth formation",1,3,37,95,16,5.08
"2133","desert","28","natural earth formation",2,6,36,21,17,4.76
"2134","crevice","28","natural earth formation",2,7,30,2,18,3.47
"2135","island","28","natural earth formation",2,6,24,167,19,4.85
"2136","cavern","28","natural earth formation",2,6,23,1,20,4.45
"2137","glacier","28","natural earth formation",3,7,23,1,21,4.83
"2138","stalagmite","28","natural earth formation",3,10,22,0,22,3.73
"2139","ravine","28","natural earth formation",2,6,20,1,23,4.9
"2140","ridge","28","natural earth formation",1,5,18,18,24,4.13
"2141","stalactite","28","natural earth formation",3,10,18,0,25,3.33
"2142","stone","28","natural earth formation",1,5,17,58,26,4
"2143","crater","28","natural earth formation",2,6,16,2,27,4.09
"2144","gorge","28","natural earth formation",5,1,16,1,28,4.5
