"","word","catnum","catname","syl","letters","freq","frequency","rank","rfreq"
"4193","gill","47","males first name",1,4,2,NA,208,NA
"4194","hal","47","males first name",1,3,2,NA,209,NA
"4195","harris","47","males first name",2,6,2,NA,210,NA
"4196","herbert","47","males first name",2,7,2,NA,211,NA
"4197","howie","47","males first name",2,5,2,NA,212,NA
"4198","hugh","47","males first name",1,4,2,NA,213,NA
"4199","irving","47","males first name",2,6,2,NA,214,NA
"4200","jason","47","males first name",2,5,2,NA,215,NA
"4201","jeb","47","males first name",1,3,2,NA,216,NA
"4202","jimmy","47","males first name",2,5,2,NA,217,NA
"4203","julius","47","males first name",3,6,2,NA,218,NA
"4204","kim","47","males first name",1,3,2,NA,219,NA
"4205","lance","47","males first name",1,5,2,NA,220,NA
"4206","lem","47","males first name",1,3,2,NA,221,NA
"4207","leslie","47","males first name",2,6,2,NA,222,NA
"4208","lonny","47","males first name",2,5,2,NA,223,NA
"4209","lynn","47","males first name",1,4,2,NA,224,NA
"4210","manny","47","males first name",2,5,2,NA,225,NA
"4211","melvin","47","males first name",2,6,2,NA,226,NA
"4212","mick","47","males first name",1,4,2,NA,227,NA
"4213","moe","47","males first name",1,3,2,NA,228,NA
"4214","nat","47","males first name",1,3,2,NA,229,NA
"4215","nicholas","47","males first name",3,8,2,NA,230,NA
"4216","norm","47","males first name",1,4,2,NA,231,NA
"4217","norris","47","males first name",2,6,2,NA,232,NA
"4218","oscar","47","males first name",2,5,2,NA,233,NA
"4219","randolf","47","males first name",2,7,2,NA,234,NA
"4220","richie","47","males first name",2,6,2,NA,235,NA
"4221","ringo","47","males first name",2,5,2,NA,236,NA
"4222","roland","47","males first name",2,6,2,NA,237,NA
"4223","sammy","47","males first name",2,5,2,NA,238,NA
"4224","sean","47","males first name",1,4,2,NA,239,NA
"4225","simon","47","males first name",2,5,2,NA,240,NA
"4226","sylvester","47","males first name",3,9,2,NA,241,NA
"4227","theodore","47","males first name",3,8,2,NA,242,NA
"4228","tommy","47","males first name",2,5,2,NA,243,NA
"4229","vincent","47","males first name",2,7,2,NA,244,NA
"4230","zeke","47","males first name",1,4,2,NA,245,NA
"4231","rose","48","flower",1,4,421,86,1,1.75
"4232","tulip","48","flower",2,5,209,4,2,3.46
"4233","carnation","48","flower",3,9,183,0,3,4.04
"4234","daisy","48","flower",2,5,176,3,4,2.96
"4235","violet","48","flower",2,6,147,7,5,4.05
"4236","orchid","48","flower",2,6,135,3,6,4.28
"4237","chrysanthemum","48","flower",4,13,124,1,7,4.3
"4238","lily","48","flower",2,4,108,1,8,4.17
"4239","pansy","48","flower",2,5,108,6,9,3.7
"4240","petunia","48","flower",3,7,101,0,10,2.93
"4241","gardenia","48","flower",3,8,89,1,11,3.75
"4242","daffodil","48","flower",3,8,87,1,12,3.91
"4243","dandelion","48","flower",4,9,75,1,13,4.41
"4244","iris","48","flower",2,4,53,0,14,4.71
"4245","lilac","48","flower",2,5,45,4,15,5.22
"4246","geranium","48","flower",4,8,38,0,16,4.62
"4247","peony","48","flower",2,5,38,3,17,4.33
"4248","sunflower","48","flower",3,9,36,0,18,2.91
"4249","azalea","48","flower",3,6,33,2,19,4.97
"4250","gladiola","48","flower",4,8,32,0,20,5
"4251","lily-of-the-valley","48","flower",6,15,29,0,21,5.27
"4252","snapdragon","48","flower",3,10,26,1,22,5.19
"4253","poppy","48","flower",2,5,22,2,23,3.92
"4254","black-eyed susan","48","flower",4,14,21,0,24,4.33
"4255","zinnia","48","flower",2,6,21,0,25,5.25
"4256","jonquil","48","flower",2,7,18,1,26,4.91
"4257","buttercup","48","flower",3,9,17,0,27,5.46
"4258","marigold","48","flower",3,8,17,0,28,5
"4259","sweet pea","48","flower",2,8,15,0,29,5.1
"4260","morning glory","48","flower",4,12,14,0,30,3.89
"4261","magnolia","48","flower",4,8,13,1,31,7
"4262","aster","48","flower",2,5,12,1,32,6.6
"4263","hyacinth","48","flower",3,8,11,1,33,4.5
"4264","camellia","48","flower",3,8,10,1,34,2.88
"4265","begonia","48","flower",3,7,9,NA,35,NA
"4266","poinsetta","48","flower",3,9,9,NA,36,NA
"4267","bachelor's button","48","flower",4,16,8,NA,37,NA
"4268","crocus","48","flower",2,6,8,NA,38,NA
"4269","posy","48","flower",2,4,8,NA,39,NA
"4270","bluebell","48","flower",2,8,7,NA,40,NA
"4271","dogwood","48","flower",2,7,6,NA,41,NA
"4272","bleeding heart","48","flower",3,13,5,NA,42,NA
"4273","cherry blossom","48","flower",4,13,5,NA,43,NA
"4274","tiger lily","48","flower",4,9,5,NA,44,NA
"4275","water lily","48","flower",4,9,5,NA,45,NA
"4276","african violet","48","flower",5,13,4,NA,46,NA
"4277","apple blossom","48","flower",4,12,4,NA,47,NA
"4278","dahlia","48","flower",3,6,4,NA,48,NA
"4279","flag","48","flower",1,4,4,NA,49,NA
"4280","four-o'clock","48","flower",3,12,4,NA,50,NA
"4281","narcissus","48","flower",3,9,4,NA,51,NA
"4282","orange blossom","48","flower",4,13,4,NA,52,NA
"4283","sweet william","48","flower",3,12,4,NA,53,NA
"4284","fleur-de-lis","48","flower",3,12,3,NA,54,NA
"4285","forget-me-not","48","flower",4,13,3,NA,55,NA
"4286","forsythia","48","flower",4,9,3,NA,56,NA
"4287","hollyhock","48","flower",3,9,3,NA,57,NA
"4288","wild","48","flower",1,4,3,NA,58,NA
"4289","bloom","48","flower",1,5,2,NA,59,NA
"4290","bridal wreath","48","flower",3,13,2,NA,60,NA
"4291","clover","48","flower",2,6,2,NA,61,NA
"4292","garden","48","flower",2,6,2,NA,62,NA
"4293","goldenrod","48","flower",3,9,2,NA,63,NA
"4294","hibiscus","48","flower",3,8,2,NA,64,NA
"4295","honeysuckle","48","flower",4,11,2,NA,65,NA
"4296","nasturtium","48","flower",4,10,2,NA,66,NA
"4297","petal","48","flower",2,5,2,NA,67,NA
"4298","phlox","48","flower",1,5,2,NA,68,NA
"4299","pink","48","flower",1,4,2,NA,69,NA
"4300","pretty","48","flower",2,6,2,NA,70,NA
"4301","rhododendron","48","flower",4,12,2,NA,71,NA
"4302","snowball","48","flower",2,8,2,NA,72,NA
"4303","cancer","49","disease",2,6,316,25,1,2.34
"4304","tuberculosis","49","disease",5,12,210,6,2,3.02
"4305","measles","49","disease",2,7,168,2,3,3.45
"4306","heart disease","49","disease",3,13,133,0,4,3.2
"4307","polio","49","disease",3,5,126,1,5,3.59
"4308","chicken pox","49","disease",3,10,116,0,6,3.93
"4309","mumps","49","disease",1,5,115,0,7,4.33
"4310","cold","49","disease",1,4,90,171,8,3.24
"4311","smallpox","49","disease",2,8,71,2,9,3.42
"4312","leukemia","49","disease",4,8,63,3,10,2.55
"4313","mononucleosis","49","disease",6,13,57,0,11,3.59
"4314","malaria","49","disease",4,7,54,3,12,2.78
"4315","syphilis","49","disease",3,8,51,0,13,3.78
"4316","pneumonia","49","disease",3,9,50,3,14,3.41
"4317","flu","49","disease",1,3,48,8,15,4
"4318","leprosy","49","disease",3,7,44,1,16,3.58
"4319","typhoid","49","disease",2,7,43,2,17,3.59
"4320","scarlet fever","49","disease",4,12,39,0,18,4.26
"4321","diphtheria","49","disease",4,10,30,0,19,4.37
"4322","venereal disease","49","disease",6,15,30,0,20,3.16
"4323","diabetes","49","disease",4,8,26,4,21,3.47
"4324","gonorrhea","49","disease",4,9,25,0,22,4.77
"4325","yellow fever","49","disease",4,11,25,0,23,4.14
"4326","arthritis","49","disease",3,9,24,3,24,3.67
"4327","multiple sclerosis","49","disease",6,7,21,0,25,4.08
"4328","rheumatic fever","49","disease",6,14,19,0,26,3.56
"4329","muscular dystrophy","49","disease",6,17,15,0,27,5.2
"4330","whooping cough","49","disease",3,13,15,0,28,5.57
"4331","cholera","49","disease",3,7,13,1,29,3
"4332","hepatitus","49","disease",4,9,13,3,30,3.88
"4333","parkinson's diseas","49","disease",6,17,13,0,31,4.29
"4334","alcoholism","49","disease",6,10,12,1,32,3.3
"4335","beriberi","49","disease",4,8,12,2,33,2.44
"4336","rickets","49","disease",2,7,12,0,34,4.4
"4337","virus","49","disease",2,5,11,13,35,4.4
"4338","rabies","49","disease",2,6,9,NA,36,NA
"4339","mental illness","49","disease",4,13,8,NA,37,NA
"4340","tetanus","49","disease",3,7,8,NA,38,NA
"4341","arteriosclerosis","49","disease",7,16,7,NA,39,NA
"4342","athlete's foot","49","disease",3,13,7,NA,40,NA
"4343","cerebral palsy","49","disease",5,13,7,NA,41,NA
"4344","dysentery","49","disease",4,9,7,NA,42,NA
"4345","emphysema","49","disease",4,9,7,NA,43,NA
"4346","encephalitis","49","disease",5,12,7,NA,44,NA
"4347","hemophilia","49","disease",4,10,7,NA,45,NA
"4348","influenza","49","disease",4,9,7,NA,46,NA
"4349","pick's disease","49","disease",3,13,7,NA,47,NA
"4350","plague","49","disease",1,6,7,NA,48,NA
"4351","scurvy","49","disease",2,6,7,NA,49,NA
"4352","yellow jaundice","49","disease",4,14,7,NA,50,NA
"4353","typhus","49","disease",2,6,6,NA,51,NA
"4354","asthma","49","disease",2,6,5,NA,52,NA
"4355","bronchitis","49","disease",3,10,5,NA,53,NA
"4356","sleeping sickness","49","disease",4,16,5,NA,54,NA
"4357","tonsilitis","49","disease",4,10,5,NA,55,NA
"4358","brucellosis","49","disease",4,11,4,NA,56,NA
"4359","bubonic plague","49","disease",4,13,4,NA,57,NA
"4360","coronary","49","disease",4,8,4,NA,58,NA
"4361","epilepsy","49","disease",4,8,4,NA,59,NA
"4362","hay fever","49","disease",3,8,4,NA,60,NA
"4363","hodgkin's disease","49","disease",4,16,4,NA,61,NA
"4364","palsy","49","disease",2,5,4,NA,62,NA
"4365","stroke","49","disease",1,6,4,NA,63,NA
"4366","trench mouth","49","disease",2,11,4,NA,64,NA
"4367","addison's disease","49","disease",5,16,3,NA,65,NA
"4368","black plague","49","disease",2,11,3,NA,66,NA
"4369","botulism","49","disease",3,8,3,NA,67,NA
"4370","coronary thrombosi","49","disease",7,17,3,NA,68,NA
"4371","cough","49","disease",1,5,3,NA,69,NA
"4372","diarrhea","49","disease",4,8,3,NA,70,NA
"4373","elephantiasis","49","disease",6,13,3,NA,71,NA
"4374","fungus","49","disease",2,6,3,NA,72,NA
"4375","kidney disease","49","disease",4,13,3,NA,73,NA
"4376","meningitis","49","disease",4,10,3,NA,74,NA
"4377","rheumatism","49","disease",3,10,3,NA,75,NA
"4378","strep throat","49","disease",2,11,3,NA,76,NA
"4379","tumors","49","disease",2,6,3,NA,77,NA
"4380","allergy","49","disease",3,7,2,NA,78,NA
"4381","anthrax","49","disease",2,7,2,NA,79,NA
"4382","bad","49","disease",1,3,2,NA,80,NA
"4383","cirrhosis of the l","49","disease",7,15,2,NA,81,NA
"4384","consumption","49","disease",3,11,2,NA,82,NA
"4385","fever","49","disease",2,5,2,NA,83,NA
"4386","food poisoning","49","disease",4,13,2,NA,84,NA
"4387","gangrene","49","disease",2,8,2,NA,85,NA
"4388","glaucoma","49","disease",3,8,2,NA,86,NA
"4389","infantile paralysi","49","disease",7,17,2,NA,87,NA
"4390","jaundice","49","disease",2,8,2,NA,88,NA
"4391","liver","49","disease",2,5,2,NA,89,NA
"4392","lockjaw","49","disease",2,7,2,NA,90,NA
"4393","lung","49","disease",1,4,2,NA,91,NA
"4394","neurosis","49","disease",3,8,2,NA,92,NA
"4395","paralysis","49","disease",4,9,2,NA,93,NA
"4396","psoriasis","49","disease",4,9,2,NA,94,NA
"4397","rocky mountain spo","49","disease",8,16,2,NA,95,NA
"4398","roseola","49","disease",3,7,2,NA,96,NA
"4399","schizophrenia","49","disease",5,13,2,NA,97,NA
"4400","sore throat","49","disease",2,10,2,NA,98,NA
"4401","spinal meningitis","49","disease",6,16,2,NA,99,NA
"4402","thyroid","49","disease",2,7,2,NA,100,NA
"4403","varicose veins","49","disease",4,13,2,NA,101,NA
"4404","oak","50","tree",1,3,394,15,1,1.95
"4405","maple","50","tree",2,5,314,7,2,3
"4406","pine","50","tree",1,4,214,14,3,3.97
"4407","elm","50","tree",1,3,210,13,4,2.64
"4408","apple","50","tree",2,5,163,9,5,4.95
"4409","birch","50","tree",1,5,134,2,6,4.28
"4410","cherry","50","tree",2,6,119,6,7,5.44
"4411","dogwood","50","tree",2,7,84,1,8,4.89
"4412","spruce","50","tree",1,6,74,5,9,4.61
"4413","redwood","50","tree",2,7,71,2,10,4.78
"4414","peach","50","tree",1,5,67,3,11,5.95
"4415","weeping willow","50","tree",4,13,67,0,12,4.79
"4416","walnut","50","tree",2,6,64,11,13,4.44
"4417","fir","50","tree",1,3,60,2,14,5.38
"4418","hickory","50","tree",3,7,50,6,15,4.17
"4419","pear","50","tree",1,4,49,6,16,5.47
"4420","sycamore","50","tree",3,8,46,0,17,4.39
"4421","ash","50","tree",1,3,45,11,18,4.07
"4422","poplar","50","tree",2,6,45,1,19,3.96
"4423","willow","50","tree",2,6,41,9,20,4.67
"4424","chestnut","50","tree",2,8,38,5,21,4.64
"4425","cedar","50","tree",2,5,37,1,22,5.14
"4426","evergreen","50","tree",3,9,36,1,23,5.58
"4427","palm","50","tree",1,4,30,22,24,4.93
"4428","beech","50","tree",1,5,29,6,25,5.05
"4429","orange","50","tree",2,6,29,23,26,7.72
"4430","magnolia","50","tree",4,8,20,1,27,4.71
"4431","tulip","50","tree",2,5,18,4,28,4.3
"4432","locust","50","tree",2,6,17,6,29,4.33
"4433","plum","50","tree",1,4,17,1,30,4.8
"4434","cottonwood","50","tree",3,10,14,0,31,3.5
"4435","gingo","50","tree",2,5,13,0,32,3
"4436","sequoia","50","tree",3,7,13,2,33,5.83
"4437","christmas","50","tree",2,9,11,27,34,5.5
"4438","holly","50","tree",2,5,11,0,35,4.36
"4439","mimosa","50","tree",3,6,11,0,36,4.89
"4440","cypress","50","tree",2,7,10,7,37,5.71
"4441","lemon","50","tree",2,5,10,18,38,6
"4442","mulberry","50","tree",3,8,10,0,39,3.6
"4443","fern","50","tree",1,4,9,NA,40,NA
"4444","fig","50","tree",1,3,9,NA,41,NA
"4445","mahogany","50","tree",4,8,9,NA,42,NA
"4446","redbud","50","tree",2,6,9,NA,43,NA
"4447","catalpa","50","tree",3,7,8,NA,44,NA
"4448","eucalyptus","50","tree",4,10,8,NA,45,NA
"4449","fruit","50","tree",1,5,8,NA,46,NA
"4450","gum","50","tree",1,3,8,NA,47,NA
"4451","hemlock","50","tree",2,7,8,NA,48,NA
"4452","sassafras","50","tree",3,9,7,NA,49,NA
"4453","acorn","50","tree",2,5,6,NA,50,NA
"4454","aspen","50","tree",2,5,6,NA,51,NA
"4455","crab apple","50","tree",3,9,6,NA,52,NA
"4456","white pine","50","tree",2,9,6,NA,53,NA
"4457","balsam","50","tree",2,6,5,NA,54,NA
"4458","pussy willow","50","tree",4,11,5,NA,55,NA
"4459","rubber","50","tree",2,6,5,NA,56,NA
"4460","teak","50","tree",1,4,5,NA,57,NA
"4461","white oak","50","tree",2,8,5,NA,58,NA
"4462","balsa","50","tree",2,5,4,NA,59,NA
"4463","banana","50","tree",3,6,4,NA,60,NA
"4464","chinese elm","50","tree",3,10,4,NA,61,NA
"4465","coconut","50","tree",3,7,4,NA,62,NA
"4466","deciduous","50","tree",4,9,4,NA,63,NA
"4467","honey locust","50","tree",4,11,4,NA,64,NA
"4468","linden","50","tree",2,6,4,NA,65,NA
"4469","pin oak","50","tree",2,6,4,NA,66,NA
"4470","red maple","50","tree",3,8,4,NA,67,NA
"4471","sugar maple","50","tree",4,10,4,NA,68,NA
"4472","tulip poplar","50","tree",4,11,4,NA,69,NA
"4473","white birch","50","tree",2,10,4,NA,70,NA
"4474","yew","50","tree",1,3,4,NA,71,NA
"4475","apricot","50","tree",3,7,3,NA,72,NA
"4476","box elder","50","tree",3,8,3,NA,73,NA
"4477","cherry blossom","50","tree",4,13,3,NA,74,NA
"4478","hawthorn","50","tree",2,8,3,NA,75,NA
"4479","huckleberry","50","tree",4,11,3,NA,76,NA
"4480","pecan","50","tree",2,5,3,NA,77,NA
"4481","sumac","50","tree",2,5,3,NA,78,NA
"4482","silver maple","50","tree",4,11,3,NA,79,NA
"4483","sweet gum","50","tree",2,8,3,NA,80,NA
"4484","bark","50","tree",1,4,2,NA,81,NA
"4485","basswood","50","tree",2,8,2,NA,82,NA
"4486","beechwood","50","tree",2,9,2,NA,83,NA
"4487","black gum","50","tree",2,8,2,NA,84,NA
"4488","black oak","50","tree",2,8,2,NA,85,NA
"4489","blue spruce","50","tree",2,10,2,NA,86,NA
"4490","branch","50","tree",1,6,2,NA,87,NA
"4491","coniferous","50","tree",4,10,2,NA,88,NA
"4492","grapefruit","50","tree",2,10,2,NA,89,NA
"4493","green","50","tree",1,5,2,NA,90,NA
"4494","honeysuckle","50","tree",4,11,2,NA,91,NA
"4495","horse chestnut","50","tree",3,13,2,NA,92,NA
"4496","ironwood","50","tree",2,8,2,NA,93,NA
"4497","juniper","50","tree",3,7,2,NA,94,NA
"4498","olive","50","tree",2,5,2,NA,95,NA
"4499","persimmon","50","tree",3,9,2,NA,96,NA
"4500","sapling","50","tree",2,7,2,NA,97,NA
"4501","scottish pine","50","tree",3,12,2,NA,98,NA
"4502","shade","50","tree",1,5,2,NA,99,NA
"4503","tree of heaven","50","tree",4,12,2,NA,100,NA
"4504","versailles","50","tree",2,10,2,NA,101,NA
"4505","sailboat","51","type of ship",2,8,177,1,1,3.03
"4506","destroyer","51","type of ship",3,9,157,2,2,2.91
"4507","battle","51","type of ship",2,6,150,87,3,2.71
"4508","cruiser","51","type of ship",2,7,140,4,4,3.22
"4509","submarine","51","type of ship",3,9,122,27,5,3.8
"4510","ocean liner","51","type of ship",4,10,116,0,6,3.51
"4511","rowboat","51","type of ship",2,7,109,0,7,3.92
"4512","aircraft carrier","51","type of ship",5,15,107,0,8,3.8
"4513","yacht","51","type of ship",1,5,81,4,9,3.32
"4514","canoe","51","type of ship",2,5,79,7,10,3.95
"4515","freighter","51","type of ship",2,9,67,4,11,3.85
"4516","tugboat","51","type of ship",2,7,67,0,12,4.59
"4517","steamship","51","type of ship",2,9,55,3,13,2.92
"4518","p t boat","51","type of ship",3,6,50,0,14,4.47
"4519","schooner","51","type of ship",2,8,50,3,15,2.68
"4520","liner","51","type of ship",2,5,42,4,16,4.15
"4521","motorboat","51","type of ship",3,9,41,0,17,3.41
"4522","passenger","51","type of ship",3,9,41,14,18,3.83
"4523","cargo","51","type of ship",2,5,36,7,19,3.92
"4524","steamer","51","type of ship",2,7,34,1,20,3.82
"4525","tanker","51","type of ship",2,6,34,1,21,4.27
"4526","boat","51","type of ship",1,4,33,72,22,1.39
"4527","clipper","51","type of ship",2,7,33,1,23,2.36
"4528","barge","51","type of ship",1,5,26,7,24,4.53
"4529","sloop","51","type of ship",1,5,26,1,25,3.57
"4530","steamboat","51","type of ship",2,9,26,3,26,1.67
"4531","carrier","51","type of ship",3,7,24,9,27,5.43
"4532","speedboat","51","type of ship",2,9,24,1,28,4.21
"4533","dinghy","51","type of ship",2,6,21,1,29,3.88
"4534","cabin cruiser","51","type of ship",4,12,20,0,30,3.94
"4535","fishing","51","type of ship",2,7,19,32,31,4.69
"4536","steam liner","51","type of ship",3,10,18,0,32,2.89
"4537","raft","51","type of ship",1,4,15,4,33,5.7
"4538","runabout","51","type of ship",3,8,14,1,34,3.44
"4539","warship","51","type of ship",2,7,14,2,35,2.89
"4540","ferry","51","type of ship",2,5,13,11,36,4.9
"4541","frigate","51","type of ship",2,7,12,0,37,2.5
"4542","oil","51","type of ship",1,3,12,93,38,4.8
"4543","luxury liner","51","type of ship",5,11,11,0,39,3.38
"4544","outboard","51","type of ship",3,8,10,7,40,4.4
"4545","transport","51","type of ship",2,9,9,NA,41,NA
"4546","cutter","51","type of ship",2,6,8,NA,42,NA
"4547","vessel","51","type of ship",2,6,7,NA,43,NA
"4548","whaling","51","type of ship",2,7,7,NA,44,NA
"4549","yawl","51","type of ship",1,4,7,NA,45,NA
"4550","flatboat","51","type of ship",2,8,6,NA,46,NA
"4551","inboard","51","type of ship",2,7,6,NA,47,NA
"4552","skiff","51","type of ship",1,5,6,NA,48,NA
"4553","landing ship tank","51","type of ship",4,15,5,NA,49,NA
"4554","launch","51","type of ship",1,6,5,NA,50,NA
"4555","sailing ship","51","type of ship",3,11,5,NA,51,NA
"4556","banana boat","51","type of ship",4,10,4,NA,52,NA
"4557","catamaran","51","type of ship",4,9,4,NA,53,NA
"4558","junk","51","type of ship",1,4,4,NA,54,NA
"4559","kayak","51","type of ship",2,5,4,NA,55,NA
"4560","ketch","51","type of ship",1,5,4,NA,56,NA
"4561","minesweeper","51","type of ship",3,11,4,NA,57,NA
"4562","pleasure","51","type of ship",2,8,4,NA,58,NA
"4563","scow","51","type of ship",1,4,4,NA,59,NA
"4564","tender","51","type of ship",2,6,4,NA,60,NA
"4565","airplane","51","type of ship",2,8,3,NA,61,NA
"4566","brig","51","type of ship",1,4,3,NA,62,NA
"4567","flag","51","type of ship",1,4,3,NA,63,NA
"4568","galleon","51","type of ship",3,7,3,NA,64,NA
"4569","gunboat","51","type of ship",2,7,3,NA,65,NA
"4570","houseboat","51","type of ship",2,9,3,NA,66,NA
"4571","icebreaker","51","type of ship",3,10,3,NA,67,NA
"4572","merchant","51","type of ship",2,8,3,NA,68,NA
"4573","naval","51","type of ship",2,5,3,NA,69,NA
"4574","private","51","type of ship",2,7,3,NA,70,NA
"4575","repair","51","type of ship",2,6,3,NA,71,NA
"4576","rocket ship","51","type of ship",3,10,3,NA,72,NA
"4577","torpedo boat","51","type of ship",4,11,3,NA,73,NA
"4578","trawler","51","type of ship",2,7,3,NA,74,NA
"4579","u-boat","51","type of ship",2,6,3,NA,75,NA
"4580","water","51","type of ship",2,5,3,NA,76,NA
"4581","air","51","type of ship",1,3,2,NA,77,NA
"4582","atomic","51","type of ship",3,6,2,NA,78,NA
"4583","bark","51","type of ship",1,4,2,NA,79,NA
"4584","destroyer escort","51","type of ship",5,15,2,NA,80,NA
"4585","diesel","51","type of ship",2,6,2,NA,81,NA
"4586","dredge","51","type of ship",1,6,2,NA,82,NA
"4587","fireboat","51","type of ship",2,8,2,NA,83,NA
"4588","friend","51","type of ship",1,6,2,NA,84,NA
"4589","ironsides","51","type of ship",2,9,2,NA,85,NA
"4590","longship","51","type of ship",2,8,2,NA,86,NA
"4591","man-of-war","51","type of ship",3,10,2,NA,87,NA
"4592","navy","51","type of ship",2,4,2,NA,88,NA
"4593","nuclear ship","51","type of ship",4,11,2,NA,89,NA
"4594","outrigger","51","type of ship",3,9,2,NA,90,NA
"4595","pleasure cruiser","51","type of ship",4,15,2,NA,91,NA
"4596","pirate ship","51","type of ship",3,10,2,NA,92,NA
"4597","queen mary","51","type of ship",3,9,2,NA,93,NA
"4598","riverboat","51","type of ship",3,9,2,NA,94,NA
"4599","sampan","51","type of ship",2,6,2,NA,95,NA
"4600","ship","51","type of ship",1,4,2,NA,96,NA
"4601","ship of state","51","type of ship",3,11,2,NA,97,NA
"4602","spaceship","51","type of ship",2,9,2,NA,98,NA
"4603","supply","51","type of ship",2,6,2,NA,99,NA
"4604","tramp steamer","51","type of ship",3,12,2,NA,100,NA
"4605","tub","51","type of ship",1,3,2,NA,101,NA
"4606","u.s.s. constitutio","51","type of ship",7,17,2,NA,102,NA
"4607","windjammer","51","type of ship",3,10,2,NA,103,NA
"4608","trout","52","fish",1,5,216,4,1,3.74
"4609","bass","52","fish",1,4,195,16,2,3.81
"4610","shark","52","fish",1,5,176,3,3,4.13
"4611","herring","52","fish",2,7,161,2,4,2.99
"4612","catfish","52","fish",2,7,143,2,5,4.15
"4613","perch","52","fish",1,5,143,1,6,3.1
"4614","salmon","52","fish",2,6,142,3,7,3.93
"4615","tuna","52","fish",2,4,139,0,8,3.95
"4616","goldfish","52","fish",2,8,127,1,9,3.77
"4617","swordfish","52","fish",2,9,87,0,10,4.38
"4618","sunfish","52","fish",2,7,80,0,11,3.66
"4619","whale","52","fish",1,5,78,0,12,4.58
"4620","rock","52","fish",1,4,72,75,13,3.83
"4621","cod","52","fish",1,3,69,6,14,2.74
"4622","bluegill","52","fish",2,8,64,0,15,3.94
"4623","carp","52","fish",1,4,61,0,16,3.14
"4624","pike","52","fish",1,4,58,41,17,4.64
"4625","minnow","52","fish",2,6,54,0,18,5.03
"4626","guppy","52","fish",2,5,53,0,19,4.38
"4627","flounder","52","fish",2,8,50,1,20,4.07
"4628","marlin","52","fish",2,6,33,2,21,5.4
"4629","shrimp","52","fish",1,6,33,2,22,3.72
"4630","barracuda","52","fish",4,9,31,0,23,5.43
"4631","bluefish","52","fish",2,8,30,1,24,5.11
"4632","mackerel","52","fish",3,8,27,2,25,4.38
"4633","sailfish","52","fish",2,8,27,0,26,5.09
"4634","porpoise","52","fish",2,8,26,0,27,5.92
"4635","shad","52","fish",1,4,26,0,28,3.65
"4636","spot","52","fish",1,4,25,57,29,5.04
"4637","lobster","52","fish",2,7,24,1,30,4.42
"4638","haddock","52","fish",2,7,22,1,31,2.88
"4639","muskie","52","fish",2,6,22,0,32,3
"4640","crappie","52","fish",2,7,21,0,33,8.33
"4641","angel","52","fish",2,5,20,15,34,4.36
"4642","crab","52","fish",1,4,20,2,35,4.38
"4643","halibut","52","fish",3,7,20,0,36,3.29
"4644","white","52","fish",1,5,20,365,37,3.86
"4645","sardine","52","fish",2,7,18,2,38,4.85
"4646","blowfish","52","fish",2,8,17,1,39,4.88
"4647","eel","52","fish",1,3,17,2,40,4.64
"4648","oyster","52","fish",2,6,17,6,41,4.64
"4649","walleye","52","fish",2,7,16,0,42,5
"4650","clam","52","fish",1,4,15,3,43,4.8
"4651","red snapper","52","fish",3,10,15,0,44,4.8
"4652","whiting","52","fish",2,7,13,2,45,5.5
"4653","dolphin","52","fish",2,7,11,1,46,6.7
"4654","piranha","52","fish",3,7,10,0,47,5.33
"4655","sturgeon","52","fish",2,8,9,NA,48,NA
"4656","garfish","52","fish",2,7,8,NA,49,NA
"4657","jellyfish","52","fish",3,9,8,NA,50,NA
"4658","squid","52","fish",1,5,8,NA,51,NA
"4659","starfish","52","fish",2,8,8,NA,52,NA
"4660","dogfish","52","fish",2,7,7,NA,53,NA
"4661","pickerel","52","fish",3,8,7,NA,54,NA
"4662","bullhead","52","fish",2,8,6,NA,55,NA
"4663","sucker","52","fish",2,6,6,NA,56,NA
"4664","tarpon","52","fish",2,6,6,NA,57,NA
"4665","bonefish","52","fish",2,8,5,NA,58,NA
"4666","butterfish","52","fish",3,10,5,NA,59,NA
"4667","crayfish","52","fish",2,8,5,NA,60,NA
"4668","flying","52","fish",2,6,5,NA,61,NA
"4669","grouper","52","fish",2,7,5,NA,62,NA
"4670","king","52","fish",1,4,5,NA,63,NA
"4671","octopus","52","fish",3,7,5,NA,64,NA
"4672","tropical","52","fish",3,8,5,NA,65,NA
"4673","black mollie","52","fish",3,11,4,NA,66,NA
"4674","bluefin","52","fish",2,7,4,NA,67,NA
"4675","hammerhead","52","fish",3,10,4,NA,68,NA
"4676","northern","52","fish",2,8,4,NA,69,NA
"4677","ray","52","fish",1,3,4,NA,70,NA
"4678","sole","52","fish",1,4,4,NA,71,NA
"4679","stingray","52","fish",2,8,4,NA,72,NA
"4680","tiger","52","fish",2,5,4,NA,73,NA
"4681","toadfish","52","fish",2,8,4,NA,74,NA
"4682","bullfish","52","fish",2,8,3,NA,75,NA
"4683","hardhead","52","fish",2,8,3,NA,76,NA
"4684","lox","52","fish",1,3,3,NA,77,NA
"4685","porgy","52","fish",2,5,3,NA,78,NA
"4686","rainbow trout","52","fish",3,12,3,NA,79,NA
"4687","scallop","52","fish",2,7,3,NA,80,NA
"4688","sea horse","52","fish",2,8,3,NA,81,NA
"4689","snapper","52","fish",2,7,3,NA,82,NA
"4690","swordtail","52","fish",2,9,3,NA,83,NA
